f_name,pic_url,rate,comm,url,address,b_time,geo_loc
三丘景觀餐廳 3 Hills café,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_S_TXEk9wS30HwRPmxztCRmwTXL9M_BzOanzcmCEbiFAl_TQdzrSuN-av62CRc0TQA1As_h4Z4jYPL1t8mHxnconlkIpDjgnmRN6CkTAgZtGRvU5NNmRa9SOaROKxharMD89J=w122-h92-k-no,4.4,530,https://www.google.com.tw/maps/place/%E4%B8%89%E4%B8%98%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3+3+Hills+caf%C3%A9/data=!4m7!3m6!1s0x346905172e8d462b:0xfc54e8e0494debd!8m2!3d24.3877869!4d120.7818484!16s%2Fg%2F11v0p180ms!19sChIJK0aNLhcFaTQRvd6UBI5OxQ8?authuser=0&hl=zh-TW&rclk=1,367苗栗縣三義鄉,星期四、10:30 到 17:30; 星期五、10:30 到 17:30; 星期六、10:30 到 17:30; 星期日、10:30 到 17:30; 星期一、10:30 到 17:30; 星期二、10:30 到 17:30; 星期三、休息. 隱藏本週營業時間,"24.3877869,120.7818484"
仨吳咖啡 Chase Coffee,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4IbxTkVMrnjQw4LYwOKxxZ1wY8Yc6Q3HYRlOayfaJRxE0rzgKKB6zeNE3aE4viL44one6ZfJxHbK9c-HVsXD3BrRPpJ6C3PW9YDzaE1fl5y_j5pVsFFXhWYiur3WTA2Tj23oPVg=w163-h92-k-no,4.9,458,https://www.google.com.tw/maps/place/%E4%BB%A8%E5%90%B3%E5%92%96%E5%95%A1+Chase+Coffee/data=!4m7!3m6!1s0x3469ab608ff172ef:0xc983c15fd3cd4626!8m2!3d24.5571839!4d120.8204971!16s%2Fg%2F11rqyj2847!19sChIJ73Lxj2CraTQRJkbN01_Bg8k?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市中正路585號,星期四、09:00 到 16:00; 星期五、09:00 到 16:00; 星期六、休息; 星期日、休息; 星期一、09:00 到 16:00; 星期二、09:00 到 16:00; 星期三、09:00 到 16:00. 隱藏本週營業時間,"24.5571839,120.8204971"
Light cafe & 輕e美,https://lh3.googleusercontent.com/p/AF1QipMhZsk27u8qKtdcYiAy9yeBkzPsmebYyU3WHqw9=w163-h92-k-no,4.8,393,https://www.google.com.tw/maps/place/Light+cafe+%26+%E8%BC%95e%E7%BE%8E/data=!4m7!3m6!1s0x3469ad47b9d7845f:0xbcc0e7d1f00109e2!8m2!3d24.5634354!4d120.8170898!16s%2Fg%2F11k7k8jjp9!19sChIJX4TXuUetaTQR4gkB8NHnwLw?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市民族路101巷9號,星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 20:00; 星期一、11:00 到 20:00; 星期二、11:00 到 20:00; 星期三、11:00 到 20:00. 隱藏本週營業時間,"24.5634354,120.8170898"
鹿角café,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqz898ThlxIXtsOG3uoaaS7traPQeNXcqFNHsoybpt5G0oIEqv6YzU5iFutHc9Zdmom2lXPXy4Rc3YAHv2HW01IPybczBbLCbnmOhriptszOmkcVueVzxBLi5Izi6dHrjK05d7mg=w122-h92-k-no,4.8,373,https://www.google.com.tw/maps/place/%E9%B9%BF%E8%A7%92caf%C3%A9/data=!4m7!3m6!1s0x3469050d3c51d2e7:0x3768c9c6fd5de28a!8m2!3d24.3955821!4d120.7853686!16s%2Fg%2F11nrxybwrh!19sChIJ59JRPA0FaTQRiuJd_cbJaDc?authuser=0&hl=zh-TW&rclk=1,36741苗栗縣三義鄉雙連道路潭九鄰199號,星期四、12:00 到 17:00; 星期五、12:00 到 17:00; 星期六、10:00 到 17:00; 星期日、10:00 到 17:00; 星期一、休息; 星期二、休息; 星期三、12:00 到 17:00. 隱藏本週營業時間,"24.3955821,120.7853686"
3sän cafe（導航可導苗栗天璽星光大道 對面巷子進來）,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npTwpjC69CS0GwykzUy4jelrTylLZ9XhhfemUb4eDpTC4mWns8OuRn54BgHxpNl7daamON5ZWsYmMJzgjH-I4U3BPjA4fQrauNjDF5tcGbxUkeRDl-BKV4Omw0VAYi2f4zvJl0=w122-h92-k-no,4.0,104,https://www.google.com.tw/maps/place/3s%C3%A4n+cafe%EF%BC%88%E5%B0%8E%E8%88%AA%E5%8F%AF%E5%B0%8E%E8%8B%97%E6%A0%97%E5%A4%A9%E7%92%BD%E6%98%9F%E5%85%89%E5%A4%A7%E9%81%93+%E5%B0%8D%E9%9D%A2%E5%B7%B7%E5%AD%90%E9%80%B2%E4%BE%86%EF%BC%89/data=!4m7!3m6!1s0x34684b1726803869:0x26e20ada94040266!8m2!3d24.5709443!4d120.8211436!16s%2Fg%2F11n60v1n1w!19sChIJaTiAJhdLaDQRZgIElNoK4iY?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市,星期四、12:00 到 18:00; 星期五、12:00 到 18:00; 星期六、12:00 到 18:00; 星期日、12:00 到 18:00; 星期一、休息; 星期二、休息; 星期三、12:00 到 18:00. 隱藏本週營業時間,"24.5709443,120.8211436"
周寓食樂空間（請先來電預約）,https://lh3.googleusercontent.com/p/AF1QipOW4sC3WgZAR4sbQxZGcDlu5Rme_2WMdamoA5gd=w122-h92-k-no,4.9,108,https://www.google.com.tw/maps/place/%E5%91%A8%E5%AF%93%E9%A3%9F%E6%A8%82%E7%A9%BA%E9%96%93%EF%BC%88%E8%AB%8B%E5%85%88%E4%BE%86%E9%9B%BB%E9%A0%90%E7%B4%84%EF%BC%89/data=!4m7!3m6!1s0x3469ad02203403af:0xc7b212c829b7fe36!8m2!3d24.566969!4d120.8269351!16s%2Fg%2F11scl2sf7_!19sChIJrwM0IAKtaTQRNv63KcgSssc?authuser=0&hl=zh-TW&rclk=1,,,"24.566969,120.8269351"
噢哈娜咖啡屋,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2Omj--zUjF5V8aS0yRgRkksPvsVibQR9hF5rhbqfnVBlOHlsWFeJMBpPoU0AbOgIYIof50F0kl_8gsiENB_vX1SzeR1Ek91YEOU1ZehaDAC_GyHvkzJRw3uS_6wOeFOO6i9xQSQ=w184-h92-k-no,4.1,"2,764",https://www.google.com.tw/maps/place/%E5%99%A2%E5%93%88%E5%A8%9C%E5%92%96%E5%95%A1%E5%B1%8B/data=!4m7!3m6!1s0x3469a8d87e1873ef:0xed6cfb5754433586!8m2!3d24.5601794!4d120.7576554!16s%2Fg%2F11c3zl3pq4!19sChIJ73MYftioaTQRhjVDVFf7bO0?authuser=0&hl=zh-TW&rclk=1,36843苗栗縣西湖鄉金獅18-5號,星期四、09:00 到 17:30; 星期五、09:00 到 17:30; 星期六、09:00 到 17:30; 星期日、09:00 到 17:30; 星期一、09:00 到 17:30; 星期二、休息; 星期三、休息. 隱藏本週營業時間,"24.5601794,120.7576554"
榮獲苗栗金選十大好店｜烏色咖啡｜烏色招財の特產｜烏色炸雞翅必吃｜烏色鬆餅必點｜客家特色美食｜寵物友善｜苗栗伴手禮｜ESG永續理念｜食材循環經濟｜,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVal9cWG76SjA7N8STw9vIFmCER5He9EFGYlcMMQKJp_Q1F0owUuAWLPY-eXZSvrYoVtR2oJ9QnPbpJylZ5u4hKm1h4GxKQX2oH_J_2ByGKTr3KYztjoSpQgDb7UGkBC8HCIQL=w122-h92-k-no,4.6,629,https://www.google.com.tw/maps/place/%E6%A6%AE%E7%8D%B2%E8%8B%97%E6%A0%97%E9%87%91%E9%81%B8%E5%8D%81%E5%A4%A7%E5%A5%BD%E5%BA%97%EF%BD%9C%E7%83%8F%E8%89%B2%E5%92%96%E5%95%A1%EF%BD%9C%E7%83%8F%E8%89%B2%E6%8B%9B%E8%B2%A1%E3%81%AE%E7%89%B9%E7%94%A2%EF%BD%9C%E7%83%8F%E8%89%B2%E7%82%B8%E9%9B%9E%E7%BF%85%E5%BF%85%E5%90%83%EF%BD%9C%E7%83%8F%E8%89%B2%E9%AC%86%E9%A4%85%E5%BF%85%E9%BB%9E%EF%BD%9C%E5%AE%A2%E5%AE%B6%E7%89%B9%E8%89%B2%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%EF%BD%9C%E8%8B%97%E6%A0%97%E4%BC%B4%E6%89%8B%E7%A6%AE%EF%BD%9CESG%E6%B0%B8%E7%BA%8C%E7%90%86%E5%BF%B5%EF%BD%9C%E9%A3%9F%E6%9D%90%E5%BE%AA%E7%92%B0%E7%B6%93%E6%BF%9F%EF%BD%9C/data=!4m7!3m6!1s0x3469ad12a0f05561:0x91a9d71218e02658!8m2!3d24.565044!4d120.8200907!16s%2Fg%2F11p9rwlt2j!19sChIJYVXwoBKtaTQRWCbgGBLXqZE?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市縣府路102號,星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 20:30; 星期日、11:00 到 20:30; 星期一、休息; 星期二、11:00 到 20:30; 星期三、11:00 到 20:30. 隱藏本週營業時間,"24.565044,120.8200907"
more cafe,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np2iDrDqiWrWhWwpF9YylICATZ3thto2FWUl3BhvF5CGtqVY76HjGzVtmJBBg3IUAXoKCo61SKHMh4R0EF_xfzT5qCkLAkrlL_PNfjdcK7RVYMi7ZAzP-3w2ngWi6q0PpDYFAWA=w122-h92-k-no,4.5,409,https://www.google.com.tw/maps/place/more+cafe/data=!4m7!3m6!1s0x3469ac0919ff05df:0x8792ea6b00f566e!8m2!3d24.5633657!4d120.8190005!16s%2Fg%2F12hm5ssrf!19sChIJ3wX_GQmsaTQRblYPsKYueQg?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市民族路68-2號,星期四、07:00 到 18:00; 星期五、07:00 到 18:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、07:00 到 18:00; 星期二、07:00 到 18:00; 星期三、07:00 到 18:00. 隱藏本週營業時間,"24.5633657,120.8190005"
Ho 珈琲,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npr-TXtPRUKxLbO2wU4xjfDLzhSDwKCKQk8v-ZPeRfpezTQU8ZgpKd7tWUof_lPPtp7RvUdWhp102-h81F-BEH2eAxzdiGL5OeHe2-WZCbThEIm0Mb44kNnnKoN3psng7Q2tQYz=w122-h92-k-no,4.7,177,https://www.google.com.tw/maps/place/Ho+%E7%8F%88%E7%90%B2/data=!4m7!3m6!1s0x34684d137bac6b2d:0x640c14aa13d71ad3!8m2!3d24.687549!4d120.9019537!16s%2Fg%2F11s3bx_9mv!19sChIJLWusexNNaDQR0xrXE6oUDGQ?authuser=0&hl=zh-TW&rclk=1,351苗栗縣頭份市東民一街36號,星期四、11:00 到 19:30; 星期五、11:00 到 19:30; 星期六、11:00 到 19:30; 星期日、11:00 到 19:30; 星期一、11:00 到 19:30; 星期二、11:00 到 19:30; 星期三、11:00 到 19:30. 隱藏本週營業時間,"24.687549,120.9019537"
拾·好時foodimemory,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXEh7KgRFBmmKbEYjXPX_LR9Pt1ZCpn940ylo1fSYUf4r9_nJM0_c8AHksW84nzcwbOelYHO2x3_Kudpt7eQKIjd3t3goG__-VahZ85E99B0CRG30Dn2onZR312CLJYuqMLfB0=w122-h92-k-no,4.7,339,https://www.google.com.tw/maps/place/%E6%8B%BE%C2%B7%E5%A5%BD%E6%99%82foodimemory/data=!4m7!3m6!1s0x3469b36653e2e039:0x4a97a6c7f6078742!8m2!3d24.6957282!4d120.8765795!16s%2Fg%2F11mw7mxqj4!19sChIJOeDiU2azaTQRQocH9seml0o?authuser=0&hl=zh-TW&rclk=1,350苗栗縣竹南鎮照南路116號,星期四、休息; 星期五、休息; 星期六、09:00 到 17:30; 星期日、09:00 到 17:30; 星期一、09:30 到 17:30; 星期二、09:30 到 17:30; 星期三、09:30 到 17:30. 隱藏本週營業時間,"24.6957282,120.8765795"
D.H CAFÉ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3CosjUQpEPXLqRgFtKvTm8l-YVXvsZrIFNFCxdQGZ4oURU1p6QfkaqIYVR0NOSktl1vT4oUz032EuIe-xbEPajfDCK0vnqVyaIN2ku2YjvMtlcr7GNwn7yAunfcOESo2AOTKMqg=w122-h92-k-no,4.7,285,https://www.google.com.tw/maps/place/D.H+CAF%C3%89/data=!4m7!3m6!1s0x3469ac16bf2b6c71:0xd01997d0b0c0c2fa!8m2!3d24.5763756!4d120.8197113!16s%2Fg%2F11f1wqz6_l!19sChIJcWwrvxasaTQR-sLAsNCXGdA?authuser=0&hl=zh-TW&rclk=1,360苗栗縣苗栗市英才路393巷8號,星期四、休息; 星期五、休息; 星期六、13:00 到 18:00; 星期日、休息; 星期一、休息; 星期二、休息; 星期三、休息. 隱藏本週營業時間,"24.5763756,120.8197113"
藏之咖啡,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNxBdZGkjv_BCZ3bHWAuieNlmx7sq9bZxacx7HiVDXaKwGK2Bk7XKOWTpqoo_SqtdVhgMfX1IGvBcFDONPRQkcJukZUg5KqbfaEAzcwuK-Lrf27BJCMwvkpZJ08ZwqHjZ3fMqB=w122-h92-k-no,4.8,64,https://www.google.com.tw/maps/place/%E8%97%8F%E4%B9%8B%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3469ab0056024ddf:0xaba104f7150f42f8!8m2!3d24.4818556!4d120.8292292!16s%2Fg%2F11vqznqtxz!19sChIJ300CVgCraTQR-EIPFfcEoas?authuser=0&hl=zh-TW&rclk=1,363苗栗縣公館鄉四鄰117-6號,星期四、10:00 到 17:00; 星期五、10:00 到 17:00; 星期六、10:00 到 17:00; 星期日、10:00 到 17:00; 星期一、10:00 到 17:00; 星期二、休息; 星期三、休息. 隱藏本週營業時間,"24.4818556,120.8292292"
儷池咖啡屋,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrRd998GbcTR2uCyuAdns6HbBDng7LXAiuCuD-z6qab4CeyekM2fK8STR1syPaVdd4zQfZ2VJNiZh5RsQRd86uAnM3mNHmdDjHA5xX1pBfxd6LV-LliiL8zapXQgcfMflCMK0ChHw=w122-h92-k-no,4.4,"1,997",https://www.google.com.tw/maps/place/%E5%84%B7%E6%B1%A0%E5%92%96%E5%95%A1%E5%B1%8B/data=!4m7!3m6!1s0x3469ad7e3a86a34b:0x598ced5794c94df1!8m2!3d24.7011902!4d120.9264465!16s%2Fg%2F12hkfb46t!19sChIJS6OGOn6taTQR8U3JlFftjFk?authuser=0&hl=zh-TW&rclk=1,351苗栗縣頭份市興隆路359巷215號,星期四、11:30 到 21:00; 星期五、11:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00; 星期一、休息; 星期二、11:30 到 21:00; 星期三、11:30 到 21:00. 隱藏本週營業時間,"24.7011902,120.9264465"
