Name,Rate,Comm,Url,Address,Business_Time
波波咖啡 Bo Coffee Roaster（波豆商行）,4.8,535,https://www.google.com.tw/maps/place/%E6%B3%A2%E6%B3%A2%E5%92%96%E5%95%A1+Bo+Coffee+Roaster%EF%BC%88%E6%B3%A2%E8%B1%86%E5%95%86%E8%A1%8C%EF%BC%89/data=!4m7!3m6!1s0x3468039893d24277:0x1304771514d22dfe!8m2!3d24.9477382!4d121.5051195!16s%2Fg%2F11ptz6qmn0!19sChIJd0LSk5gDaDQR_i3SFBV3BBM?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 17:30; 星期二、11:00 到 17:30; 星期三、休息; 星期四、11:00 到 17:30; 星期五、11:00 到 17:30; 星期六、11:00 到 17:30; 星期日、11:00 到 17:30. 隱藏本週營業時間
Café Wanderer咖啡浪遊（店內甜點以現場販售為主，無法提前預約）,4.4,411,https://www.google.com.tw/maps/place/Caf%C3%A9+Wanderer%E5%92%96%E5%95%A1%E6%B5%AA%E9%81%8A%EF%BC%88%E5%BA%97%E5%85%A7%E7%94%9C%E9%BB%9E%E4%BB%A5%E7%8F%BE%E5%A0%B4%E8%B2%A9%E5%94%AE%E7%82%BA%E4%B8%BB%EF%BC%8C%E7%84%A1%E6%B3%95%E6%8F%90%E5%89%8D%E9%A0%90%E7%B4%84%EF%BC%89/data=!4m7!3m6!1s0x3442a8165fa747ab:0x9dd3dd1d22918509!8m2!3d25.021541!4d121.465725!16s%2Fg%2F11f3_qt083!19sChIJq0enXxaoQjQRCYWRIh3d050?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、10:00 到 20:30; 星期三、10:00 到 20:30; 星期四、10:00 到 20:30; 星期五、10:00 到 20:30; 星期六、10:00 到 20:30; 星期日、10:00 到 20:30. 隱藏本週營業時間
壹陸壹咖啡場所（E61）,4.6,925,https://www.google.com.tw/maps/place/%E5%A3%B9%E9%99%B8%E5%A3%B9%E5%92%96%E5%95%A1%E5%A0%B4%E6%89%80%EF%BC%88E61%EF%BC%89/data=!4m7!3m6!1s0x3442a9e744389887:0xa06a0fda5f3a778d!8m2!3d25.0017555!4d121.515112!16s%2Fg%2F1tf6zmy_!19sChIJh5g4ROepQjQRjXc6X9oPaqA?authuser=0&hl=zh-TW&rclk=1,234新北市永和區安樂路200號,星期一、休息; 星期二、15:00 到 19:00; 星期三、15:00 到 19:00; 星期四、15:00 到 19:00; 星期五、15:00 到 19:00; 星期六、休息; 星期日、休息. 隱藏本週營業時間
私藏不藏私咖啡食堂,4.4,"1,553",https://www.google.com.tw/maps/place/%E7%A7%81%E8%97%8F%E4%B8%8D%E8%97%8F%E7%A7%81%E5%92%96%E5%95%A1%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x34680276fd1c6ca3:0xf51f05f8130eb109!8m2!3d24.9945042!4d121.5058019!16s%2Fg%2F1tf7_b3d!19sChIJo2wc_XYCaDQRCbEOE_gFH_U?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、12:00 到 21:00; 星期三、12:00 到 21:00; 星期四、12:00 到 21:00; 星期五、12:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00. 隱藏本週營業時間
林椐咖啡-新莊店(店休日依粉絲專頁公告為主),4.8,355,https://www.google.com.tw/maps/place/%E6%9E%97%E6%A4%90%E5%92%96%E5%95%A1-%E6%96%B0%E8%8E%8A%E5%BA%97%28%E5%BA%97%E4%BC%91%E6%97%A5%E4%BE%9D%E7%B2%89%E7%B5%B2%E5%B0%88%E9%A0%81%E5%85%AC%E5%91%8A%E7%82%BA%E4%B8%BB%29/data=!4m7!3m6!1s0x3442a7119deb55e7:0x2d23c1777d2ab3a8!8m2!3d25.0228427!4d121.4174515!16s%2Fg%2F11rv6bxlj5!19sChIJ51XrnRGnQjQRqLMqfXfBIy0?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 19:00; 星期二、11:00 到 19:00; 星期三、11:00 到 19:00; 星期四、11:00 到 19:00; 星期五、11:00 到 19:00; 星期六、11:00 到 19:00; 星期日、11:00 到 19:00. 隱藏本週營業時間
cafe noote（公休日請參考ig臉書貼文和限動）,4.3,305,https://www.google.com.tw/maps/place/cafe+noote%EF%BC%88%E5%85%AC%E4%BC%91%E6%97%A5%E8%AB%8B%E5%8F%83%E8%80%83ig%E8%87%89%E6%9B%B8%E8%B2%BC%E6%96%87%E5%92%8C%E9%99%90%E5%8B%95%EF%BC%89/data=!4m7!3m6!1s0x3442a9f70d741ffd:0x102f6ba16dfb2479!8m2!3d25.0289437!4d121.472374!16s%2Fg%2F11flk7cn92!19sChIJ_R90DfepQjQReST7baFrLxA?authuser=0&hl=zh-TW&rclk=1,,星期一、12:00 到 18:00; 星期二、12:00 到 18:00; 星期三、12:00 到 18:00; 星期四、12:00 到 18:00; 星期五、12:00 到 18:00; 星期六、12:00 到 19:00; 星期日、12:00 到 19:00. 隱藏本週營業時間
小木咖啡店,4.9,227,https://www.google.com.tw/maps/place/%E5%B0%8F%E6%9C%A8%E5%92%96%E5%95%A1%E5%BA%97/data=!4m7!3m6!1s0x3442a9a8e2e705ff:0x6ad707b4203ae65b!8m2!3d25.0218587!4d121.4582909!16s%2Fg%2F11fmwqgdsy!19sChIJ_wXn4qipQjQRW-Y6ILQH12o?authuser=0&hl=zh-TW&rclk=1,220新北市板橋區新生街94號,星期一、休息; 星期二、休息; 星期三、11:30 到 17:30; 星期四、11:30 到 17:30; 星期五、11:30 到 17:30; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00. 隱藏本週營業時間
豹豹咖啡 • 森林館,4.4,"1,416",https://www.google.com.tw/maps/place/%E8%B1%B9%E8%B1%B9%E5%92%96%E5%95%A1+%E2%80%A2+%E6%A3%AE%E6%9E%97%E9%A4%A8/data=!4m7!3m6!1s0x3442a5ce4991a37f:0x456151750300dcfd!8m2!3d25.1293066!4d121.4176687!16s%2Fg%2F11h7b12rlg!19sChIJf6ORSc6lQjQR_dwAA3VRYUU?authuser=0&hl=zh-TW&rclk=1,24844新北市五股區凌雲路三段130號,星期一、休息; 星期二、11:00 到 18:00; 星期三、11:00 到 18:00; 星期四、11:00 到 18:00; 星期五、11:00 到 18:00; 星期六、11:00 到 18:00; 星期日、11:00 到 18:00. 隱藏本週營業時間
Coffee HABU Co. 咖啡哈巭,4.7,589,https://www.google.com.tw/maps/place/Coffee+HABU+Co.+%E5%92%96%E5%95%A1%E5%93%88%E5%B7%AD/data=!4m7!3m6!1s0x3442a90f8120659d:0x76d55bc4ef743b75!8m2!3d25.0207471!4d121.4682762!16s%2Fg%2F11t4gy29f6!19sChIJnWUggQ-pQjQRdTt078Rb1XY?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 20:00; 星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 19:00. 隱藏本週營業時間
城市峽谷 Urban Canyon by Brown Study,4.7,246,https://www.google.com.tw/maps/place/%E5%9F%8E%E5%B8%82%E5%B3%BD%E8%B0%B7+Urban+Canyon+by+Brown+Study/data=!4m7!3m6!1s0x3442a9da5720bda7:0x113f56f23b1422f3!8m2!3d25.0282491!4d121.4743284!16s%2Fg%2F11p0wwdlts!19sChIJp70gV9qpQjQR8yIUO_JWPxE?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、休息; 星期三、18:17 到 01:00; 星期四、18:17 到 01:00; 星期五、18:17 到 01:00; 星期六、14:17 到 01:00; 星期日、14:17 到 01:00. 隱藏本週營業時間
HITOKUCHI COFFEE,4.8,450,https://www.google.com.tw/maps/place/HITOKUCHI+COFFEE/data=!4m7!3m6!1s0x3442a92b8eb96ddb:0x1ea19a78d9aed9dc!8m2!3d25.0137318!4d121.5175818!16s%2Fg%2F11h3q7y5bl!19sChIJ2225jiupQjQR3Nmu2XiaoR4?authuser=0&hl=zh-TW&rclk=1,234新北市永和區復興街102號,星期一、09:00 到 18:00; 星期二、09:00 到 18:00; 星期三、09:00 到 18:00; 星期四、09:00 到 18:00; 星期五、09:00 到 18:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00. 隱藏本週營業時間
波波咖啡 Bo Coffee Roaster（波豆商行）,4.8,535,https://www.google.com.tw/maps/place/%E6%B3%A2%E6%B3%A2%E5%92%96%E5%95%A1+Bo+Coffee+Roaster%EF%BC%88%E6%B3%A2%E8%B1%86%E5%95%86%E8%A1%8C%EF%BC%89/data=!4m7!3m6!1s0x3468039893d24277:0x1304771514d22dfe!8m2!3d24.9477382!4d121.5051195!16s%2Fg%2F11ptz6qmn0!19sChIJd0LSk5gDaDQR_i3SFBV3BBM?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 17:30; 星期二、11:00 到 17:30; 星期三、休息; 星期四、11:00 到 17:30; 星期五、11:00 到 17:30; 星期六、11:00 到 17:30; 星期日、11:00 到 17:30. 隱藏本週營業時間
Coffee九號公寓手作咖啡館,4.7,142,https://www.google.com.tw/maps/place/Coffee%E4%B9%9D%E8%99%9F%E5%85%AC%E5%AF%93%E6%89%8B%E4%BD%9C%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442a95d909c2f57:0x4cb956e4717d260d!8m2!3d25.0135751!4d121.5144034!16s%2Fg%2F11v0j4rbwp!19sChIJVy-ckF2pQjQRDSZ9ceRWuUw?authuser=0&hl=zh-TW&rclk=1,234新北市永和區仁愛路36號,星期一、09:00 到 20:00; 星期二、09:00 到 20:00; 星期三、09:00 到 20:00; 星期四、09:00 到 20:00; 星期五、09:00 到 20:00; 星期六、09:00 到 20:00; 星期日、09:00 到 19:00. 隱藏本週營業時間
林椐咖啡-新莊店(店休日依粉絲專頁公告為主),4.8,355,https://www.google.com.tw/maps/place/%E6%9E%97%E6%A4%90%E5%92%96%E5%95%A1-%E6%96%B0%E8%8E%8A%E5%BA%97%28%E5%BA%97%E4%BC%91%E6%97%A5%E4%BE%9D%E7%B2%89%E7%B5%B2%E5%B0%88%E9%A0%81%E5%85%AC%E5%91%8A%E7%82%BA%E4%B8%BB%29/data=!4m7!3m6!1s0x3442a7119deb55e7:0x2d23c1777d2ab3a8!8m2!3d25.0228427!4d121.4174515!16s%2Fg%2F11rv6bxlj5!19sChIJ51XrnRGnQjQRqLMqfXfBIy0?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 19:00; 星期二、11:00 到 19:00; 星期三、11:00 到 19:00; 星期四、11:00 到 19:00; 星期五、11:00 到 19:00; 星期六、11:00 到 19:00; 星期日、11:00 到 19:00. 隱藏本週營業時間
Coffee HABU Co. 咖啡哈巭,4.7,589,https://www.google.com.tw/maps/place/Coffee+HABU+Co.+%E5%92%96%E5%95%A1%E5%93%88%E5%B7%AD/data=!4m7!3m6!1s0x3442a90f8120659d:0x76d55bc4ef743b75!8m2!3d25.0207471!4d121.4682762!16s%2Fg%2F11t4gy29f6!19sChIJnWUggQ-pQjQRdTt078Rb1XY?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 20:00; 星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 19:00. 隱藏本週營業時間
夏班納咖啡館,4.8,207,https://www.google.com.tw/maps/place/%E5%A4%8F%E7%8F%AD%E7%B4%8D%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442a9a0331fc65b:0x7980ea542e4301af!8m2!3d25.000592!4d121.5275774!16s%2Fg%2F11q25rstny!19sChIJW8YfM6CpQjQRrwFDLlTqgHk?authuser=0&hl=zh-TW&rclk=1,234新北市永和區民樂街37巷2號,星期一、12:00 到 20:00; 星期二、12:00 到 20:00; 星期三、12:00 到 20:00; 星期四、12:00 到 20:00; 星期五、12:00 到 20:00; 星期六、12:00 到 20:00; 星期日、12:00 到 20:00. 隱藏本週營業時間
肆拾肆號館,4.7,478,https://www.google.com.tw/maps/place/%E8%82%86%E6%8B%BE%E8%82%86%E8%99%9F%E9%A4%A8/data=!4m7!3m6!1s0x3442a9c05ea565b7:0x5bf0385c56492ba9!8m2!3d25.0082092!4d121.5201848!16s%2Fg%2F11_qypfbd!19sChIJt2WlXsCpQjQRqStJVlw48Fs?authuser=0&hl=zh-TW&rclk=1,234新北市永和區福和路198巷6號,星期一、休息; 星期二、休息; 星期三、09:00 到 19:30; 星期四、09:00 到 19:30; 星期五、09:00 到 19:30; 星期六、09:00 到 19:30; 星期日、09:00 到 17:30. 隱藏本週營業時間
黑雨kuro ame（假日4點前限時，無訂位服務）,4.9,140,https://www.google.com.tw/maps/place/%E9%BB%91%E9%9B%A8kuro+ame%EF%BC%88%E5%81%87%E6%97%A54%E9%BB%9E%E5%89%8D%E9%99%90%E6%99%82%EF%BC%8C%E7%84%A1%E8%A8%82%E4%BD%8D%E6%9C%8D%E5%8B%99%EF%BC%89/data=!4m7!3m6!1s0x3442a906ffd5b105:0x7d267c80e8bd99c6!8m2!3d25.0099714!4d121.5132956!16s%2Fg%2F11spzl5vrx!19sChIJBbHV_wapQjQRxpm96IB8Jn0?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、休息; 星期三、12:00 到 20:00; 星期四、12:00 到 19:30; 星期五、12:30 到 20:00; 星期六、13:00 到 18:30; 星期日、12:00 到 19:30. 隱藏本週營業時間
萊克咖啡 COFFEE LIKER,4.9,70,https://www.google.com.tw/maps/place/%E8%90%8A%E5%85%8B%E5%92%96%E5%95%A1+COFFEE+LIKER/data=!4m7!3m6!1s0x346803aae82b818d:0x90f5e1416077a146!8m2!3d24.9913053!4d121.5157306!16s%2Fg%2F11rlhcjjsf!19sChIJjYEr6KoDaDQRRqF3YEHh9ZA?authuser=0&hl=zh-TW&rclk=1,235新北市中和區景德街95-1號,星期一、11:00 到 17:00; 星期二、休息; 星期三、11:00 到 17:00; 星期四、11:00 到 17:00; 星期五、11:00 到 17:00; 星期六、11:30 到 17:30; 星期日、休息. 隱藏本週營業時間
豹豹咖啡 • 森林館,4.4,"1,416",https://www.google.com.tw/maps/place/%E8%B1%B9%E8%B1%B9%E5%92%96%E5%95%A1+%E2%80%A2+%E6%A3%AE%E6%9E%97%E9%A4%A8/data=!4m7!3m6!1s0x3442a5ce4991a37f:0x456151750300dcfd!8m2!3d25.1293066!4d121.4176687!16s%2Fg%2F11h7b12rlg!19sChIJf6ORSc6lQjQR_dwAA3VRYUU?authuser=0&hl=zh-TW&rclk=1,24844新北市五股區凌雲路三段130號,星期一、休息; 星期二、11:00 到 18:00; 星期三、11:00 到 18:00; 星期四、11:00 到 18:00; 星期五、11:00 到 18:00; 星期六、11:00 到 18:00; 星期日、11:00 到 18:00. 隱藏本週營業時間
HIGHFIVE COFFEE,4.8,194,https://www.google.com.tw/maps/place/HIGHFIVE+COFFEE/data=!4m7!3m6!1s0x3442a94933ab4ca3:0x4a9862f02594a86d!8m2!3d25.0091777!4d121.5051814!16s%2Fg%2F11rcmpqfnf!19sChIJo0yrM0mpQjQRbaiUJfBimEo?authuser=0&hl=zh-TW&rclk=1,234新北市永和區仁愛路295號,星期一、12:00 到 17:00; 星期二、13:00 到 20:00; 星期三、12:00 到 20:00; 星期四、休息; 星期五、13:00 到 20:00; 星期六、12:00 到 20:00; 星期日、13:00 到 20:00. 隱藏本週營業時間
肥美號 ｜精品咖啡廳 ｜自烘咖啡館（Fat me cafe roaster),4.9,112,https://www.google.com.tw/maps/place/%E8%82%A5%E7%BE%8E%E8%99%9F+%EF%BD%9C%E7%B2%BE%E5%93%81%E5%92%96%E5%95%A1%E5%BB%B3+%EF%BD%9C%E8%87%AA%E7%83%98%E5%92%96%E5%95%A1%E9%A4%A8%EF%BC%88Fat+me+cafe+roaster%29/data=!4m7!3m6!1s0x3468037d176a7bcd:0xe9e3961d1787bcf0!8m2!3d24.9960802!4d121.4867015!16s%2Fg%2F11s539tlht!19sChIJzXtqF30DaDQR8LyHFx2W4-k?authuser=0&hl=zh-TW&rclk=1,,星期一、09:30 到 17:30; 星期二、09:30 到 17:30; 星期三、09:30 到 17:30; 星期四、09:30 到 17:30; 星期五、09:30 到 17:30; 星期六、11:00 到 17:30; 星期日、休息. 隱藏本週營業時間
那裡的咖啡店 The place(遷移新址),4.4,512,https://www.google.com.tw/maps/place/%E9%82%A3%E8%A3%A1%E7%9A%84%E5%92%96%E5%95%A1%E5%BA%97+The+place%28%E9%81%B7%E7%A7%BB%E6%96%B0%E5%9D%80%29/data=!4m7!3m6!1s0x3442a9cab6d91907:0x5bdf253a6e7b1186!8m2!3d25.0298816!4d121.4737545!16s%2Fg%2F11fd67_r0v!19sChIJBxnZtsqpQjQRhhF7bjol31s?authuser=0&hl=zh-TW&rclk=1,220新北市板橋區松柏街1巷8號,星期一、11:00 到 18:00; 星期二、11:00 到 18:00; 星期三、休息; 星期四、11:00 到 18:00; 星期五、11:00 到 18:00; 星期六、11:00 到 19:00; 星期日、11:00 到 19:00. 隱藏本週營業時間
微間素生 MI-KAN STUDIO,4.6,528,https://www.google.com.tw/maps/place/%E5%BE%AE%E9%96%93%E7%B4%A0%E7%94%9F+MI-KAN+STUDIO/data=!4m7!3m6!1s0x34681dd7017a9c47:0xa745a996140ca04b!8m2!3d24.986036!4d121.4283542!16s%2Fg%2F11m_g7ffbj!19sChIJR5x6AdcdaDQRS6AMFJapRac?authuser=0&hl=zh-TW&rclk=1,220新北市板橋區篤行路三段玉平巷79號1樓,星期一、12:00 到 19:00; 星期二、12:00 到 19:00; 星期三、12:00 到 19:00; 星期四、12:00 到 19:00; 星期五、12:00 到 19:00; 星期六、10:00 到 19:00; 星期日、10:00 到 19:00. 隱藏本週營業時間
參號倉庫咖啡 No.3 Cafe',4.7,159,https://www.google.com.tw/maps/place/%E5%8F%83%E8%99%9F%E5%80%89%E5%BA%AB%E5%92%96%E5%95%A1+No.3+Cafe%27/data=!4m7!3m6!1s0x346801f128c1f0d5:0x9ec9c3c970c1bf5!8m2!3d24.9644579!4d121.539542!16s%2Fg%2F11h76m1nms!19sChIJ1fDBKPEBaDQR9RsMlzyc7Ak?authuser=0&hl=zh-TW&rclk=1,231新北市新店區力行路3號,星期一、休息; 星期二、休息; 星期三、休息; 星期四、13:00 到 18:00; 星期五、13:00 到 18:00; 星期六、12:00 到 18:00; 星期日、12:00 到 18:00. 隱藏本週營業時間
Arc Cafe,4.3,"1,314",https://www.google.com.tw/maps/place/Arc+Cafe/data=!4m7!3m6!1s0x3442aac5da0214fd:0x10bb776c2b208950!8m2!3d24.9989745!4d121.6142388!16s%2Fg%2F11c5_7fttn!19sChIJ_RQC2sWqQjQRUIkgK2x3uxA?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、休息; 星期三、休息; 星期四、10:30 到 18:30; 星期五、10:30 到 18:30; 星期六、10:30 到 19:00; 星期日、10:30 到 19:00. 隱藏本週營業時間
Blanca Cafe,4.6,73,https://www.google.com.tw/maps/place/Blanca+Cafe/data=!4m7!3m6!1s0x3442abf10b148df7:0x20291823d7d3f9b2!8m2!3d25.0040457!4d121.6000529!16s%2Fg%2F11jygg5lz_!19sChIJ940UC_GrQjQRsvnT1yMYKSA?authuser=0&hl=zh-TW&rclk=1,222新北市深坑區北深路三段225號,星期一、休息; 星期二、07:00 到 18:00; 星期三、07:00 到 18:00; 星期四、07:00 到 18:00; 星期五、07:00 到 18:00; 星期六、08:00 到 17:00; 星期日、09:00 到 17:00. 隱藏本週營業時間
Notch咖啡 永安店(新店面僅有一層樓),4.8,374,https://www.google.com.tw/maps/place/Notch%E5%92%96%E5%95%A1+%E6%B0%B8%E5%AE%89%E5%BA%97%28%E6%96%B0%E5%BA%97%E9%9D%A2%E5%83%85%E6%9C%89%E4%B8%80%E5%B1%A4%E6%A8%93%29/data=!4m7!3m6!1s0x3442a9bbd966e407:0x79874d472213ca45!8m2!3d25.0025525!4d121.5121267!16s%2Fg%2F11frnt96g3!19sChIJB-Rm2bupQjQRRcoTIkdNh3k?authuser=0&hl=zh-TW&rclk=1,,星期一、09:00 到 20:00; 星期二、09:00 到 20:00; 星期三、09:00 到 20:00; 星期四、09:00 到 20:00; 星期五、09:00 到 20:00; 星期六、08:30 到 20:00; 星期日、08:30 到 20:00. 隱藏本週營業時間
淡水長堤咖啡餐館LB Cafe,4.2,"2,544",https://www.google.com.tw/maps/place/%E6%B7%A1%E6%B0%B4%E9%95%B7%E5%A0%A4%E5%92%96%E5%95%A1%E9%A4%90%E9%A4%A8LB+Cafe/data=!4m7!3m6!1s0x3442a55a9629747b:0x1e224e1c8b0e6f9d!8m2!3d25.172613!4d121.4354868!16s%2Fg%2F1tj6rjdx!19sChIJe3QpllqlQjQRnW8OixxOIh4?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 21:00; 星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 23:00; 星期日、11:00 到 22:00. 隱藏本週營業時間
